sentence_id	sentence	sentence_domain	source
fb28f932509c28ccf2398369e07b477199503f8109e35630fb7280f9fa09b3c9	Galaxiaren erdigune zara.		Anne Lukin eta Gorka Urbizuren kantua
fb291a47d0e2eebd7053bae89b0eecf7591ce3a45afc40d34c7cd0f7b1566ccd	"Kontuan eduki bihotzean izurik ez duela.
"		Norberaren aipua
fb2c65a2baee4b5ecca38540255af83b6352019ae01b1bd941c8124b51cd0ca8	Prest daukat proposamena udaletxean aurkezteko.	general	https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=50&non=osagaiakHasi&query=+proposamen&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fb2d4a0b1824d33f5e0381883224cd8d5a8a51b72444c176016c329d49002d88	"Azkenean bronkiolitisa zuen, ezta?
"		Norberaren aipua
fb2d654645759b290777da14ea10686f8abab11d485db7d7b24bb82b09823eae	Gaitasun antioxidatzaile handiko pigmentua da.		Norberaren aipua
fb31873cac8738685ff5517c225990f1c75f8fe627daf8d8e0a0351e2931b54d	 Izan gaitezen zorigaitz horien ororen beldur.	general	https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=50&non=sarreraBuruaStrict&query=oro&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fb36c3516fac61372b17a859ea1c361a62109a37400911aa34d3ffd0c7ef9fdf	Gero eta gauza gehiago pilatzen zaizkit.		Norberaren aipua
fb3c1a2cd9818a66d3bc1ee339271129ae9c5ae0b6065d73abb0c97863c47c57	Zergatik agintzen dute familakoek gehiago irakasleek baino?		Norberaren aipua
fb42dd7217fe0886ddd253d2ca3b16e3cd9056cde857dd8321a5a6ba766cf196	"Ezinezkoa da moralaz luzeki mintzatzea.
"	general	Norberaren aipua
fb45fc4688d13c42aa78478af70c0b66cdc52330854087ea23dd4eb8ffa2e6d4	Gure esker ona jaso ezazu, asko eman baitiguzu.	general	Norberaren aipua
fb475e39d6ac026418964bc3a727ce1288b6b9ff553a576e98028f5caf0f8e5d	Euskara bihotzean baina erdara ezpainean.		They are known Basque proverbs. Thereby they are in the public domain. Collected from here: https://eu.wikiquote.org/wiki/Euskal_atsotitzak
fb479ea93300e8185a0177f2bdd76987bfc617e72b92f70b52de98c9f39740b9	bihar lengusuekin mendira goaz 		internet
fb4d416638d407a030c2a909b366bbb9a21b8b63f8e96be08f392790cbf63147	ndasunen gogoa eta egarria. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=+gogo&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fb51d58d759d25463b96e61ca7b295a8b699592e2105529015d88f93b04f173a	Madrilen negoziatzen diren hitzarmen estatalak Hego Euskal Herrikoak baino okerragoak eta prekarioagoak izaten dira.		Norberaren aipua
fb53bb26ff0985aa02e9f43aeee51177df52b4375c85f1b6f0ace31b02e9a0be	Aupa Eibar 		Nik sortua 
fb5488f91729df2a169accda3095f4ab7a30b5d427871dde77514d0a6bc27756	Eskuetan txoriñoa hartu zuten.		Norberaren aipua
fb57f94603587cc2b9240baa9f371298b77bb327abd22183753e62d317a9ddbb	 Ping-pong mahai azpian ezkutatu zen zuen lagunaren txakurra.		Nirea
fb5df2513d02f394d1507af0cd613444a12d1d1927b43bbcd8264e42088d8ded	Nahasketa hori erabiltzen zuten Paiut indiarrek basahuntz larruak ontzeko. 	healthcare	https://www.euskaltzaindia.eus
fb609e9e34d36a6f66de70061e8a74d071c9effe24518bb9b9223788ee68a820	Bronkiolitisa ez da beti larria.		Norberaren aipua
fb67c6edb140aa94fb5e0f421e8da0325e3e1c555c492750396f3e735defd407	Garagardo bat zerura eroritakoen omenez.		zetak taldearen abesti batetik
fb72484b9269fabf7aa593f20881afdd5f5674356c4f2f13657ad2dd67e57ac4	"Hizkuntza gutxituen alde egin behar da.
"		Norberaren aipua
fb77461183ef5e3bb3478344df75e901398c6839aaaabed11f77e847f1107f81	Aurrerapena jomugatzat duen marka da.		aurrerapena jomugatzat duen marka da.
fb7ce0c942fc3be708d9ca54dd56317b4fb693f75dc7f0bdbf6eb0603a48fcad	Asteroko kontua izaten zen, olerki bat idaztearena		Neuk asmatua
fb7dd009c9884e2ed7cb7fed9a7cd241ce154ff4072bce8764ca9e862cbd4fa0	Hortzak egokia garbitzea garrantzitsua da oso osasunerako.		Nire burutazioa 
fb7e8a22220f29db04832d4a6e3bf56325627327e5be30ba9c74c3223a046117	Aurkikuntzak arreta arkeologia lan luzera eraman du.		Norberaren aipua
fb7ee1b184f1b9cb0992f5108916377c504acaf67fd6280cceec838264f4fa9a	Unesco erakundeak alde batetik, hezkuntza orokorrean hobetzeko ekintzak laguntzen ditu-		Norberaren aipua
fb80a264832f057b47fc3bad65d7b8f222b786427330db5b9e972baedf533b19	Ur-errota makina hidraulikoa da.		Norberaren aipua
fb83eb02bfadc40503ac9b985321fe000c530085e382aea03ca265a0f29b06fe	Egongelan sartu ziren.	general	Norberaren aipua
fb875010b9a534933b3672fb38218897f1bdef7514807c89303ad19f118ae177	Ez dira ohartu horrelako edukiek sortzen dizkieten kalte psikologikoetaz.		Norberaren aipua
fb8be17175903ac5c4347866c66e0d17bcceb4b22cf16bca9f913a4664671ac7	"Medikuarengana jo dut, azkenean.
"		Norberaren aipua
fb8d1415860ce98a9a94fe7dc1e224058c1c9cd62e43a2c205bb688b993285a0	Hik ba al dakik zertan habilen?		Nirea
fb903211d9005a6893a82bead2ac27cab58f9a25d92f78a902d9e153119e7a78	Ingeniari bezala, paregabea da.		Norberaren aipua
fb9053e1f70e7fe76683b8e917b92df58336b3f73c79e49dcfb605b4cda98b99	Ibaian gora, urtegiaren inguruan bizi direnek ere nabaritu dute megaproiektuaren eragina.		Berria egunkaria, 2022-11-6
fb9494b3520694480e50e429a8471cd2dbfb285ab0f96a706ba1102787cc4824	Nahitaezkoa da bi ordu eskaintzea tutoretzei, irakaslana zenbatekoa den kontuan hartu gabe.		Norberaren aipua
fb995c24ff0f2691050851076ad6e83955ce0572575d5920560f0394096b133a	Aldatu irrati katea, mesedez.		Neurea
fb997f1f39c751348fd6d6c5ce9a0dea9d5c379ff61312784b2c996815819107	Isis jainko egipziarraren botere magikoaren ospea beste jainko guztiena baino handiagoa zen.		norberaren aipua
fb9b6ea62e1c2ab3a1b03a591a77a9e30fe7336651534093fe921d0d04baa5a4	"Berea bezain handia, ezin.
"		Norberaren aipua
fb9bd7b6067e910b0ee72219f3d08dcca3b1d7c05d98f2aa75bb44760514e262	Baina garaipen onak ere lortzen ari da, besteak beste zentzumena eta ukimena berreskuratzea.		Norberaren aipua
fb9e42053799349f68d90944808c1fa56bb994f105be7f273d8fc0ef70db0be2	Nazioartean lankidetzan aritu nahi duten ikertzaileentzat onuragarria liteke.		Norberaren aipua
fba53251d20e5a2e97287e90f0fa2e75069cb146dca9cc25b389ad94a3f4d723	Buztin lurraren laborantza gaitza da.   		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=50&non=sarreraBuruaStrict&query=laborantza&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fbac85dd01eec39f91da022ec6eefeb307c8614b6c142952ed4be146355db0b5	Ez dugu dokumental historikoa egin, gaur egungoa dugu oinarri 		Tolosaldeko ataria
fbad1858c7dbe5e2ed7f105495593ec7b922c0f8d35b178f934f62261be127be	Elkar ezagutzen dugu, baina ez dakit nondik.		Ni
fbaf41df6c707dbad07b4cbdd80d4224431a1f08a4c41ce8201e889c05be62a9	Oso nekatuta nago.		Norberaren aipua
fbb407632b5e1cad665edfe932b53e91534a7505541925766772c5560208a719	Zurrunbilo bat ikusten zuen begiak ixtean.		Norberaren aipua
fbbc59ef460dda0f8882c2b3b64f4c79983a778bd59436a00b51293eefabfb23	Arratiko zekorra, txikerra baina gogorra.		Nire herriko esaldia
fbbc66354334f2d9677b6493ff2bac0154705799d17c874f4015f18b89bba2b5	Askotan saiatu naiz berarekin hitz egiten baina alferrik izan da. 		Norbere aipua
fbbd25bad0ccaa8adbb06de20d8649a84f35fb1f7b5519ffbc1a94c67d7e9487	Errusiako tsar titulua hartu zuenetik Errusiar Inperioa sortu zuen arte horrela deitu zioten.		Norberaren aipua
fbd817ec17558af36b1dac2b21456e3b48bd43c0b6bdbb0524086abc305a9e36	Hori al da zure etxea?		Norberarena
fbdbef8198370edd8c6e0ad6ee0c7b6737db8fb5de0efc11cd34d202dcdd9097	Ez dute soineko eta oinetako beharrik. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=Oinetako&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fbddc9679c5df8b6abd995e2c2cc6a5bc7d2a032ef8ccb6303700eea875beff9	Armak hartzeko nahia zapalkuntzak sortutako frustrazioarengatik da		Tolosaldeko Ataria
fbde6cb53c626c426c86c6e117e40f37995e70ff9d86a0b24e1dc9a5658475d8	Honekin zorra estaliko ez balitz... 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=zor&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fbdf0520c2d574b685ecfcf5e43fddc0a56211da080b4b1e890dcbee3d95d172	Kezkatzen gintuen hamar urterekin gazteegiak zirela smartphone bat izateko		https://www.berria.eus/euskal-herria/pantailen-lilurak-kezkatuta_234474_102.html
fbdf6664984951c2e5a4ba6a397b971a8ffba5148733082ce51a6ee75c773b6e	"Ez zuen suhiltzaileetaz deus aipatu.
"		Norberaren aipua
fbe42fc6bc8db1ae4f89f23bd7c5a1fcd354c1ddfe0f52b7a42ad688c46d062d	Biologia ikasleek kanpaina berria prestatu dute.		Norberaren aipua
fbec918ad083e995690315b97842dd8fb405be2c211abb0584a8f1e281d5b11c	Bere ustez, denak berdinak ziren.	general	Norberaren aipua
fbede04e3b9c64eb0ea92b6248a052871cdc6282fce1235ce3a4b60a820d5ac6	Poster bat egin behar du.	general	Norberaren aipua
fbf0a1c5b12c224bf1025f68b13e7a9986e375937be266bda756b442f3daffd8	Ez zuen tutik esan.	general	Norberaren aipua
fbf99352e3ca48208283d21fb9f78f7d26849e824335198bf392a855fa5d69d6	 Hamaikagarren minutuan sakelako telefonoetako linternak piztuko dituzte. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=Linterna+&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fbfbd522ec2b0cf92a418879c4fb5610de048b7a1197b5bf5bf69963e76630aa	"Urik gabe bazkaltzen zuen.
"		Norberaren aipua
fbfea3e726ccbba579ed5132dfffe13ba25d1b7ed84b52c9df1bd21ba79c8914	Lehendakariak jakinarazi du aspalditik ari direla proposamena lantzen. 	general	https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=50&non=osagaiakHasi&query=+proposamen&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fc01c5e415a8358d6c5345017fef4e854f50f7b48a4923a11d207a6be0c09dd9	Gaztetasunaren kemena eta sua dario alde guztietarik, ile urdinak gorabehera. 	general	https://www.euskaltzaindia.eus
fc04bac9aa4b19c1c1ba77be499a6652258d60f8cb34ef6c919093c187e02b90	Bil itzazu belar gaiztoak multzoka, erretzeko elkarrekin.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=elkar&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fc0af913d61535c275156a9d0e0be69db9d6b89f6c236b2bf241eb9d8452109f	Inguruan zebilkion, negar samina zeriola. 	general	https://www.euskaltzaindia.eus
fc0cad115153c60ae5a23844392b92358cfecb9bb877c5742be2ead71f27cb74	Medikuarengana doa.		norberaren aipua
fc0d1d128fd01725040fb3dea81a906578b3cbe31949ca385f8b90f2f7d4d43b	Gobernuak erreferendumean hiritarren gehiengoak erabakitakoa bete behar du.		Norberaren aipua
fc0de96471d4dbcd276064a3b211e75e89a7899fdfe2dbf3d42ab5eed8a7a752	Energia asko ematen nuen horretan.		Norberaren aipua
fc0e2f6e0bee112b3683ac91a293a36aec9c90a331439de5697b513351cdd1d9	Garbera merkataritza-gune egokia da euri egunetan denbora pasatzeko.		Neu
fc130918e271f6dc6d160fbd8c6e93c2346cbf4fd754743fd8d2461b24f7ba52	Berarekin hitzegin aurretik egia jakin nahi nuke		Norberaren aipua 
fc2126b1fca0c42d313739c4b3ed51ee810608f18a3dfaadaf256aaef365fac7	Zenbatetan leialtasunik ez dut ediren, ukanen nuela uste nuen lekuan! 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=Ediren&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fc26bb2a15c7bd11c7677fe8ea17709e4b67158892e99fe9eee4c54bdcd540e3	Diseinatzaile grafikoa da.		Norberaren aipua
fc2aeed3a1d43974329122cfcb25b23b4eb330846089b4e0b3d98bbc850c7dfa	Amak etxe azpiko farmazian egiten du lan.		Norberaren aipua
fc31db0ea3217fc57bc21401f7402e8857d6571710b0d0a5fdaa0c170058feef	 Aurpegi gorrixka eta masail gizenak. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=gizen&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fc3ba6dab84c22372d950740545e310197a06eea1d1e2cebf1980656fd17184e	Hau ez da autore honi idaztea gustatuko litzaiokeen liburua.		Berria.eus
fc46b213dd372765f07d398f5d5927e3a3830c0855a4faa2402ddf4e9c0d8e98	Lege erromatarrek osaturiko zuzenbide idatziak Europa eraman du goiko mailara.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=Zuzenbide&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fc488522cafc7248dc43d716aac958b884747eb25c60e327c58c5f111cda5874	"Andereñoa, eta kito.
"	general	Norberaren aipua
fc49b110d0bb2b4e7784f293452564a256005acb8caa2ccb41a63d30671d3a35	Eskuin jo, ezker jo, osoro galdu zen azkenekoz.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&non=sarreraBuruaStrict&query=jo
fc49e361c93260da72638a98e58b7df016331686fe4bd9c8d5cf165910d2d433	Gogoratzen naiz ezbehar harekin, baina erdi oharkabean pasatu zitzaidan.		Norberaren aipua
fc4f6ef82a0ab25d68fc0be1b1f8dd30e5bb5481464b7533053dc0d3d9b109d0	Zer nahi duzu entzun?		Norberarena
fc52275f62b75111cac4ceea60140a2963ce933c778cd2ef5c66f347b0bece4f	Eraikina okupatu zutenetik hona hainbat migratzailek eta etxerik gabeko pertsonak han egiten dute lo.		norberaren aipua
fc55691e619bd372f4d25addd1102511fc1ebe52eeed6dcd88a702f563fc2849	"Ez sinetsi, edozer gauza esango dizu horrek.
"	general	Norberaren aipua
fc57c2dbecd204d8d917b4adb6d37018d072990dfcfba4e20ccf4806a257e0c2	Gaur orkestrarekin batera arituko diren interprete guztiak euskal musikariak dira.		Euskadiko Orkestraren eskuorria
fc617541d101f5690cf52dbdf5a4d8931ec6e41cd8088c1c9416a4228713472e	Betleemgo alkateak esplikatu du segurtasun arrazoiek bulkatu dituztela Eguberrietako ospakizunak bertan behera uztera.		Norberaren aipua
fc6214b7356bce4adfa20cfaeb1bff27a45af48a15bbc08549d4e14cd297de02	"Horri esker, hobetzen ari diren sintomak identifikatu dituzte.
"	general	Norberaren aipua
fc695fa0b0fcc7e6dff8ba6519aab9aacbba21740dd62ec8d8e99d5b90416d84	Teknikariek ez gaituzte bakean uzten.		Norberaren aipua
fc6ab742fc72eb5677adb20da4711cc4446adb04e587034f0aa979cae25ca46a	Lanaren bikoitza egiten du.		norberaren aipua
fc6ef671e3e658642b58e9812b80e17ed758ac4e5a72481464b2d2f2cedc95b3	Bere erreinuko indar guztiak bildu eta armada arras indartsua antolatzeko agindu zuen Antiokok. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=indar+&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fc80bf0ff352eb7f198ebcc090cda6fcfb8a122aeb2fb64c3ba4cb62b64f9624	Inoiz egin dudan bidaia luzeena, itsaso gorriko olatuetan.		E.T.S. eta Huntza taldeen kanta
fc817581affb956209cae43cec96135b16e3355fba7a67712b3309e5156e9ab5	"Argentinar ingeniariak ahalegin handiak egin ditu.
"		Norberaren aipua
fc9256b5ac2e999eafa644ec95e9a94b95073fc9e1a2a6559c193a10bd1df77b	Bat batean eztanda bat entzun zen. 	general	Norberaren aipua
fc953a7510380cf3a052e5605e03b15b04f3e88b113b90ff9a2ba60cb12d19ff	Goazen baratzara, letxuga bila.	general	Norberaren aipua
fc9939979780884d7b05ad032e10dea978eb1aed1b6406628229b019b9ea5d33	Maialen eta Peio paseatzera joan dira.		Norberaren aipua
fc9f0dd2fb4a6dd8cfbef7961ac4fff728c2562532dabc33a60c4e8db5a8ad68	Gune horretan sartu ahal izateko jarraitu hurrengo argibidea.		Norberaren aipua
fca01ff546eb7a979da1005d8f63225639e50438fca72e73a2a6f234ae7352a0	Gabriel Etxebeste eta bere familia ongileari.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=familia&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fca4f3c42a7c73de8240407b7198a75a09ec4952728283a72b461a5d952dc024	Ikastaroa bukatzean, ziurtagiria eskuratuko duzu.		Norberaren aipua
fca56c60b57f37813f089f33eaa9fb3b161a5215f80fcfc1c8963e0740aecf63	Seme maiteak atea ireki eta beste ikuspegi bat erakutsi zidan.		Eta Kitto Aldizkaria, Josu Agirre
fca641f5297747fd192b520fec5d0754e34f122e94713ae10a5fc7f17f431c59	Greziar mitoa hamabosgarren mendean antzezlanetan, artelanetan eta beste obratan agertzen da.		Norberaren aipua
fca90b0e3c95e176eaeb8c9c97db27a2c85865260bb1c590d31fd6ffe8f2e3ac	Europako Banku Zentralak etenaldi bat iragarri du interes tasen igoeran.		https://www.eitb.eus/eu/albisteak/ekonomia/osoa/9340906/europako-banku-zentralak-etenaldi-bat-iragarri-du-interes-tasen-igoeran-2023ko-urriaren-26an/
fcad3896870d1d4e940a1013c28623da6fe07be1509d163533e362d561125e36	Aurrera!		Norberaren aipua
fcb360bfea26dddf7ec2ef8669e68e891706fe9ba89c2c4d18f28b427c95e2f1	Sei hilabeteko bidaia horretan, Himalaia izan zen azken etapa.		Norberaren aipua
fcb4f4ab55a85303e398462ca9f4fdbe19f439d8277331f32fbc6da72fa5f576	Liburu, aldizkari eta bestelako paperetan.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=Paper+&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fcb84b36a265f316fa54ddaa0ed1b86efecb34f28921b9725415dd178ddcdb9b	Ezin bagara geure larruan eroso egon, munduan ere ezin.		Berria egunkaria
fcc9791ce87e2b771e10290f0e1c89f22b4a5ff0f2079a4c055e460a622969c5	Gure ustez, datu-sorta handi eta publikoek, berrikuntza eta lehia komertzial osasuntsua sustatzen dute.		https://commonvoice.mozilla.org/eu/datasets
fcdcf34025af7fc5b1fe18ff97eb82dec95fca7209fbf6b41cee7cc6c5d969c6	Eduki konplexuak eta irudi bidezko ezagutzak aurkezten ditu.		Norberaren aipua
fcde2c9fb4d5bcfb7df516dd121592c7974f4654f863c5bb4313a16af1a71df6	"Emaguzu testua.
"	general	Norberaren aipua
fce6191e3c8296d1189655938745fd6eb119ae0b5397bd8a9e1857bc600215dd	Emakume bakoitzaren atzean gerlari bilakatzen duen istorio bat dago.		Norberaren aipua
fcea75ebd906f0cc03a7fc835b4d57a3bfe9181cc859a488852f8bd3ee171907	Bi mila eta hamarretik, Euskal Kostaldeko Geoparkea Europako eta Munduko Geoparkeen Sareko kide da.		https://geoparkea.eus/eu/
fcebb16a1276d9fe7735c9989ca1f71bab02508bfdfa4e74b2dca2b1f383b67b	Dago ikusgai, baina ez guztiz osorik.		https://librezale.eus/wiki/Common_Voice_proiekturako_bost_mila_esaldi_behar_dugu_jabetza_publikoan#Argia_aldizkaritik_bildutakoak_.283.900_esaldi.29
fcec192f0dafc8a4499d84f399814130ab5a99bacc491219c10e59e7831a0401	"Gainontzekoek tertulia egin zuten.
"	general	Norberaren aipua
fcecf409ac4f821eee6368fd3ea349b1ffd533fd9be2904bd973b7f5ae5b002f	Herri barbaroen erasoak ekiditeko hainbat harresi eraiki zituzten, eta denak elkartzean, harresi handia.		norberaren aipua
fcedc7fa63cb9bad578b38e578920fe862ed28c30b27957b5b613ac94cfe1661	Erakusketa zabala da, aukera anitzak eskainiz.	general	Norberaren aipua
fcf5d55b0c4717a5c6210e331edafb1b85f2dc10d6992b8e1a0d1ec9f7355982	Langintza osoaren azken hitza eta erantzukizuna bere gain hartzen du. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=erantzukizun&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fcfe1d9fefd10c1e763e4f17927cc5b72ac4d3cc3b9e542ff04ef013b00a0d77	"Oraingoz, ibilketa nordikoa probatzen ausartu naiz.
"		Norberaren aipua
fcfffbff2fa077354be50f47f27de2ba4b5e7ea86c6957ec976f20fa6dff2450	"Berandu iritsi al zara?
"		Norberaren aipua
fd05ac0a69a303d948e98e38aa9027a411d136d239462904aa74128b9722b457	Gero eta hobe gaude.		Norberaren aipua
fd154651119b3a1431c040a1722466aac4f1a9395fa88bc7c920d5822eda75e2	Jose Luis Alvarez Enparantza, Txillardegi goitizenaz ezagunagoa donostiar hizkuntzalari, idazle eta politikaria izan zen. 		wikipedia
fd1a57f50a0dc0eaa6552c627bb399ab96b611c6608d91278d2db71376e3829e	Maiz erakunde edo marka izena ere barnehartzen dute, irudi edota tipografia berezi batez.		https://eu.wikipedia.org/wiki/Logotipo
fd1a95250a34923d263c5720bf85bcb2d933bcb0908ae6ab330bbed7c6cf4a45	Barkatu, baina ez dizut tutik ulertu.		Norberaren aipua
fd1af7bc4c949c3835fadcccde7f1671e09bb17618575dbef7ba50d282268370	Bere aurpegiak udaletxearen egoera deskribatzen du.		Norberaren aipua
fd1c0d068634bb2aee9e637fe9763ceb16d9a87bdc41ea15fbb25091dffd3821	Online dauden kultura baliabideak azaldu ditu.		Norberaren aipua
fd2187656c11d93c3c469290375b1196d226e66061c5361d4b870b15a5afc4e5	Zein da azkenengo idatzi duzun esaldia?		Norberaren aipua
fd2580463c3f38038800f6c3bee133490cee6c8b82c104b4b7941e07cbf52a76	Gobernuari aukera bakarra eskatzen zioten.		Norberaren aipua
fd26b58d0263db1f95702e3f15fa7d0d9fe50fad8e939bfc5875ea4b7e05b8eb	Urrezko aratxea ere su handi batean erre zuen. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=su&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
fd26e86e9f91790209af431c0596d1169fb3e681101084401e7365c9bacefd08	Dokumentua betetzeaz gain, Curriculuma bidali beharko duzue.	general	Norberaren aipua
fd33dbd11bb548049240cef7a14c604be6a8f8843b92a9de691c5ce870cec7b7	Sortzaileak ikuspegi berri bat eman nahi zion ordenagailuei.		Norberaren aipua
fd34bedf0ce54eb97e96fba4f555b5b0c57841288b46c3f3a4e5fb3a9d61bcb4	atzo betaurrekoak apurtu nituen 		internet
fd34f56ccce3b1d354a6681132f5d4a173f9b020d6bad1d912fb4ab9bbc757aa	Bi mila eta hamabosteko azaroan, Unescoren Munduko Geoparke izendapena eskuratu zuen.		https://geoparkea.eus/eu/
fd37208201a56f4b2c3e868250c5465ce2f070ec2f98bc5a7672a3fbf4611a6e	Memoria ezti-mingotsak gordetzen zituen.	general	Norberaren aipua
fd38bdf8b4670490ba7d46a15c7b1db5bca5af8e3a5f6e80c44aedc8be82769d	Estresa dela eta hormona batzuk askatzen dira, hala nola: adrenalina, noradrenalina eta kortisola.		norberaren aipua
fd3cc923eb29119306cf25ff79ea7e4c302d7f92cdf6350ee4ef07f3f16e1cfc	Zenbat aldiz esan behar da kasu egiteko?		Norberaren aipua
fd41ed472d12ba3c1a153e99fde832fb9250b1e00e9c6dfae5c371317e35b69e	Mugikortasuna sustatu nahi dute.	general	Norberaren aipua
fd4e2c9c05dd6b09e60f295b13ef48e4db8b41ed799528497c29b48d85562c65	"Labanaz moztu ditu. 
"		Norberaren aipua
fd4e73c51f7728e0f42d6a030736c093c2f2d8c1952766a65c245b477dbe6965	Eurak dira elkarteko kiderik aktiboenak.		Eta Kitto Aldizkaria
fd4f575d57918d97fa3672afa23214b03e7c3a8885b70ca73baa6d5c873d1e21	Akelarreetan elkartuko gara.		Norberaren aipua
fd533c3004d32849c350d66647927174be226912e2d9ed363167685a48b5eabd	Itoginak ditu gure etxeko teilatuak.		Neurea
fd59cffe49ab0867d9d64ef611c29aa2f1538452d6e0be71824b54ddab5adbf1	Egiptoko zatirik handiena Sahara basamortuak hartzen du.		Norberaren aipua
fd5f09e39d01e9df03b20b2b25101340fb54057c38adbebfcb3f1c5536f0a420	Aita behera joan zen bere motxilarekin		gure arima
fd5f9c80002c4109b8c8117f9754f0271548a4fd06957cd280787cd3b30f3737	Zelako mutil ederra den gure Peru!		Norberaren aipua
fd6c1358e1f6d4b73f8b55198e1a1c106e1841eb91e5bea76ebf92171489e390	Niretzako maskotarik maitatuena txakurra da		Norberaren aipua
fd6edd347e275a57c03973f54f8b571ebf71d0f0be4cd51fe80b2ef9e4842487	Nire burua engainatzen ari naizela iruditzen zait		Norbere aipua
fd7161752516b5ded5110d0e60cf963a7281d506e325712bd5b49d43307febb6	"Egin ezazu digitalki, eta kito.
"		Norberaren aipua
fd745b2055f3fa86b75fe2af8073cdc8877ad3f03b3e6b2ce00f25fc3f3e5b23	Malkoak bistaratzen zaizkio begietan.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&entryId=9800&query=bistaratu
fd774d06b657da9f35d1a38ee03fc76dd3fb776437f3dbfbb76d3abdad5e6da7	"donostia
"		donostia
fd7917c25097e133f82ffeda323619997c55c85e36823b5daccea1df4f128bf1	Zaintza publikoa eta duina izateko eskubidearen alde.		Ni
